document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_1171,result,reason,SN,sweat,subject,but he sweat so much//he considered sending out for a new shirt.,pronoun,FALSE,TRUE,subject,not_non_subject
wsj_0617,result,consequence-s,NS,encourage,other,"Mr. Pearce has also encouraged his staff to work more closely with GM's technical staffs to help prevent future litigation.//GM lawyers have been working with technicians to develop more uniform welding procedures -- the way a vehicle is welded has a lot to do with its durability.
The lawyers also monitor suits to identify specific automobile parts that cause the biggest legal problems.",non pronoun,other,other,not_subject,not_non_subject
wsj_0617,result,consequence-s,NS,say,other,"Jackson & Walker, a 130-lawyer firm in Dallas and Datson & Scofield, a 70-lawyer firm in Houston said they have agreed in principle to merge.//The consolidated firm, which would rank among the 10 largest in Texas, would operate under the name Jackson & Walker.",non pronoun,other,other,not_subject,not_non_subject
wsj_1103,result,consequence-n,SN,say,other,"Mr. Kriz of Moody's said the problems in the securities portfolio stem largely from positions taken last year.//The company's current management found itself ""locked into this,"" he said.",non pronoun,other,other,not_subject,not_non_subject
wsj_1314,result,consequence-n,SN,spring,other,Recession fears are springing up again among investors.//Analysts say that the selling of cyclical stocks yesterday will be followed by a sell-off in shares of companies with big debt loads on their balance sheets.,non pronoun,other,other,not_subject,not_non_subject
wsj_2308,result,consequence-s,NS,say,other,"Mr. Otradovec said Boeing told America West that the 757 it was supposed to get this Thursday wouldn't be delivered until Nov. 7 -- the day after the airline had been planning to initiate service at Houston with four daily flights, including three nonstops to Phoenix and one nonstop to Las Vegas.//Now, those routes aren't expected to begin until Jan.",non pronoun,other,other,not_subject,not_non_subject
wsj_2308,result,consequence-n,SN,'s,other,"""It's so close to completion,//Boeing's told us there won't be a problem,""",non pronoun,other,other,not_subject,not_non_subject
wsj_2308,result,result,SN,try,other,"Meanwhile, supervisors and non-striking employees have been trying to finish some 40 aircraft -- mostly 747 and 767 jumbo jets at the company's Everett, Wash., plant -- that were all but completed before the walkout.//As of Friday, four had been delivered and a fifth plane, a 747-400, was supposed to be flown out over the weekend to Air China.",non pronoun,other,other,not_subject,not_non_subject
wsj_1366,result,consequence-n,SN,be,other,"Mr. Wall, however, is a self-proclaimed ""child of the Senate"" and former staff director of its Banking Committee.//An inquiry into his handling of Lincoln S&L inevitably will drag in Sen. Cranston and the four others, Sens.
Dennis DeConcini (D., Ariz.), John McCain (R., Ariz.), John Glenn (D., Ohio) and Donald Riegle (D., Mich.).",non pronoun,other,other,not_subject,not_non_subject
wsj_1376,result,result,SN,be,other,"and sure enough, it was Liza.//So I said, `Hello. ' And she said, `Hello. ' Can you imagine?
Liza said hello to me.""",pronoun,other,other,not_subject,not_non_subject
wsj_1376,result,result,SN,say,subject,"Mr. Thal says that Elizabeth Taylor, a client, ""hates being called `Liz. '. . .//If directors or producers phone me and say they know `Liz, ' I know they've never met her.
She prefers `Elizabeth.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0621,result,consequence-s,NS,be,other,"""Because personal computers will soon be on the desks of all of our tellers, and customer service and loan representatives, information will be instantly available to help customers with product decisions and provide them with information about their accounts,"" according to John Kelley, executive vice president and corporate services group manager at First Tennessee.//However, about 120 employees will be affected by the agreement.
First Tennessee, assisted by IBM, said it will attempt to place the employees within the company, IBM or other companies in Memphis.
The process will take as many as six months to complete, the company said.",non pronoun,other,other,not_subject,not_non_subject
wsj_1157,result,consequence-s,NS,receive,subject,"The stock received another blow on Friday, when Goldman Sachs analyst Eric Philo advised that investors with short-term horizons should avoid Dun & Bradstreet stock because it is unlikely to outperform the market.//The stock fell 75 cents.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1157,result,result,SN,split,other,"The stock split four-for-one on Oct. 10.//Mr. Miles's newly purchased shares are now worth $1,068,000, based on Philip Morris's closing price of $44.50, up 62.5 cents, in composite trading on the New York Stock Exchange yesterday.",non pronoun,other,other,not_subject,not_non_subject
wsj_1305,result,consequence-s,NS,quash,other,"UAL Corp. 's board quashed any prospects for an immediate revival of a labor-management buy-out, saying United Airlines' parent should remain independent for now.//As a result, UAL's chairman, Stephen M. Wolf, pulled out of the buy-out effort to focus on running the company.",non pronoun,other,other,not_subject,not_non_subject
wsj_1988,result,result,SN,jump,other,"U.S. exports to Canada jumped 11.2% in August from July while U.S. imports from Canada rose only 2.7%.//As a result, Canada's trade surplus with the U.S. narrowed to C$656.5 million (US$558 million) in August from C$1.23 billion (US$1.04 billion) in July.",non pronoun,other,other,not_subject,not_non_subject
wsj_1367,result,consequence-s,NS,approach,non_subject,"Mr. Krutchensky approached Ms. Volokh five years ago about backing the publication, which started out as a listing guide.//She was interested only if she could guide it editorially as well. ""Anne doesn't believe in blandness,"" said Ms. Smith. ""She wants things to be exciting.
And she has this inexhaustible energy.
She'll think of an idea the editorial people think is impossible, then she'll have us make it work.""",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1367,result,consequence-s,NS,become,non_subject,"By 1973, after their second child was born, it had become clear to Ms. Volokh and her husband Vladimir, a computer scientist, that they wanted to leave the U.S.S.R.//Ms. Volokh quit her job, to remove herself from the public eye.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0652,result,consequence-s,NS,plead,other,"Eight admissions representatives at two of Wilfred's former Massachusetts schools previously pleaded guilty to charges of aiding, abetting and counseling students to submit false financial-aid applications.//Wilfred closed its Massachusetts schools earlier this year.",non pronoun,other,other,not_subject,not_non_subject
wsj_1146,result,result,SN,hold,other,"In June, farmers held onto meat, milk and grain, waiting for July's usual state-directed price rises.//The Communists froze prices instead.
The farmers ran a boycott, and meat disappeared from the shops.",non pronoun,other,other,not_subject,not_non_subject
wsj_1146,result,result,SN,tear,other,"On Aug. 1, the state tore up its controls, and food prices leaped.//Without buffer stocks, inflation exploded.",non pronoun,other,other,not_subject,not_non_subject
wsj_1146,result,consequence-s,NS,come,non_subject,Some state middlemen come to buy from me.//I sell -- a little.,pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1146,result,consequence-n,SN,say,subject,"""I'm on my own land,"" Mr. Pyszkiewicz says.//""I don't have to listen to what anybody tells me to do.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1146,result,consequence-s,NS,starve,other,"By starving the peasant, the Communists have starved Poland.//Villages like Zalubice exist in a desert of poor schools and few doctors.
Farm income is 15% below the average.
The young leave, especially girls who won't milk cows by hand.
Some men stay, their best friend a bottle of vodka, but two million acres have gone fallow.",non pronoun,other,other,not_subject,not_non_subject
wsj_1146,result,consequence-n,SN,go,non_subject,A law went on the books in January that let him smoke bacon without breeding pigs.//He cashed in.,pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1146,result,consequence-s,NS,barge,non_subject,The farmer barges into the naczelnik's office.//A thin man in a gray suit looks up from a newspaper.,non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_2362,result,consequence-n,SN,consolidate,other,"The European defense industry is consolidating; for instance, West Germany's Siemens AG recently joined GEC in a takeover of Britain's Plessey Co., and Daimler-Benz agreed to buy Messerschmitt-Boelkow Blohm G.m.b.
H.//In missiles, Thomson is already overshadowed by British Aerospace and by its home rival, France's Aerospatiale S.A.; to better compete, Thomson officials say, they need a partnership.",non pronoun,other,other,not_subject,not_non_subject
wsj_1160,result,result,SN,seek,other,"The state had sought as much as $4.1 billion in relief, but yesterday the House approved a more general scaled-back measure calling for $2.85 billion in aid, the bulk of which would go to California, with an unspecified amount going to regions affected by Hurricane Hugo.//That leaves the state roughly $2 billion to $4 billion short.",non pronoun,other,other,not_subject,not_non_subject
wsj_0664,result,result,SN,investigate,subject,"Federal authorities in New York started investigating exchanges in May, though no indictments have been handed down there.//So far they have issued scores of subpoenas, some of which went to members of the New York Merc.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0664,result,consequence-s,NS,receive,non_subject,"The Merc received considerable criticism in 1987 when it was discovered that its compliance director, Kevin P. Conway, who then was responsible for policing the exchange's busy oil and metal pits, ""was engaged in other personal business activities on Exchange time,"" including out-of-state trips, according to a New York Merc report prepared last year.//Mr. Conway is no longer at the exchange.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0664,result,consequence-s,NS,confirm,other,"Friday's strong price gains confirmed a turnaround in the precious metals markets, according to PaineWebber's Mr. Frawley.//""Most traders will be looking to buy {on} pullbacks,"" he said.",pronoun,other,other,not_subject,not_non_subject
wsj_0616,result,consequence-n,SN,seek,subject,"As competition heats up in Spain's crowded bank market, Banco Exterior de Espana is seeking to shed its image of a state-owned bank and move into new activities.//Under the direction of its new chairman, Francisco Luzon, Spain's seventh largest bank is undergoing a tough restructuring that analysts say may be the first step toward the bank's privatization.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0616,result,consequence-s,NS,liberalize,other,"The market for export financing was liberalized in the mid-1980s, however,//forcing the bank to face competition.",non pronoun,other,other,not_subject,not_non_subject
wsj_0616,result,consequence-s,NS,say,non_subject,"The bank was hamstrung in its efforts to face the challenges of a changing market by its links to the government, analysts say.//Until Mr. Luzon took the helm last November, Banco Exterior was run by politicians who lacked either the skills or the will to introduce innovative changes.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1102,result,result,SN,send,other,"UAL's decision to remain an independent company sent share prices tumbling.//By midmorning, the DJIA had plunged 80 points",non pronoun,other,other,not_subject,not_non_subject
wsj_1323,result,Cause-Result,NN,shoot,non_subject,"Last year a gunner shot a whooper by mistake thinking that it was a snow goose.//He paid an immense fine and was lucky, according to a local wag, to escape the gas chamber.",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0629,result,result,SN,limit,other,"In the past, the socialist policies of the government strictly limited the size of new steel mills, petrochemical plants, car factories and other industrial concerns to conserve resources and restrict the profits businessmen could make.//As a result, industry operated out of small, expensive, highly inefficient industrial units.",non pronoun,other,other,not_subject,not_non_subject
wsj_0629,result,consequence-n,SN,have,other,"India's overregulated businessmen had to be persuaded, but they have started to think big.//Some of the projects being funded by the new issues are the first fruits of Mr. Gandhi's policy, and they require more capital than the smaller industrial units built in the past.",non pronoun,other,other,not_subject,not_non_subject
wsj_1154,result,explanation-argumentative,SN,begin,other,"Just when Ms. Gruberova sat down away from her guests to cough in private, her salon began sliding around the stage;//her country hideaway also has a very active set of drapes.",non pronoun,other,other,not_subject,not_non_subject
wsj_1154,result,cause,NS,cancel,other,"Speaking of dark nights, the Met's next-door neighbor, the New York City Opera, has canceled its season after failing to reach a settlement with its musicians, who wanted pay parity with the the Chicago Lyric and San Francisco Opera orchestras.//Well, they can now go and audition there.
Good luck.
Common sense suggests that people who play for a company that charges about half what those houses do for a ticket are not in the same market.",pronoun,other,other,not_subject,not_non_subject
wsj_0632,result,consequence-s,NS,buck,other,"In late trading Friday, Jaguar shares bucked the downward tide in London's stock market and rose five pence to 725 pence ($11.44).//Trading volume was a moderately heavy 3.1 million shares.",non pronoun,other,other,not_subject,not_non_subject
wsj_0622,result,Cause-Result,NN,cite,other,Continued strength in the dollar was cited as one reason//the trade position may deteriorate.,non pronoun,other,other,not_subject,not_non_subject
wsj_1328,result,consequence-s,NS,seek,other,"And both the trust and Manville are seeking to avoid the bad publicity that, in the asbestos era, tarred the Manville name.//Thus, analysts say, the trust is unlikely to do anything that would hurt Manville's other shareholders.",non pronoun,other,other,not_subject,not_non_subject
wsj_1136,result,consequence-s,NS,be,other,"P&G's U.S. shipments were up just 1%, partly because the company decided to shift more promotions and sales for health and beauty products to the fiscal second quarter.//Hugh Zurkuhlen, analyst with Salomon Bros., predicts the shift will mean P&G's sales growth in the second quarter will be ""in the double digits.""",non pronoun,other,other,not_subject,not_non_subject
wsj_0604,result,consequence-s,NS,sell,non_subject,"Mr. Carpenter this month sold off Kidder's eight brokerage offices in Florida and Puerto Rico to Merrill Lynch & Co.,//refueling speculation that Kidder is getting out of the brokerage business entirely.
Mr. Carpenter denies the speculation.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0604,result,consequence-s,NS,put,non_subject,"As part of the upscale push, Kidder is putting brokers through a 20-week training course, turning them into ""investment counselors"" with knowledge of corporate finance.//They will get ""new and improved tools to sell, particularly to the affluent investor,"" says brokerage chief Charles V. Sheehan. 

Theoretically, the brokers will then be able to funnel ""leads"" on corporate finance opportunities to Kidder's investment bankers, possibly easing the longstanding tension between the two camps.
However, skeptics caution that this kind of cross-pollination between brokers and investment bankers looks great on paper, but doesn't always happen.",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0666,result,Cause-Result,NN,get,other,But now the companies are getting into trouble because they undertook a record expansion program while they were raising prices sharply.//Third-quarter profits fell at several companies.,non pronoun,other,other,not_subject,not_non_subject
wsj_1162,result,consequence-n,SN,be,subject,"because ""it wasn't heavy enough,//it couldn't have been correct,""",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1983,result,result,SN,enter,non_subject,"By concealing the non-enforcement agreement, certain transactions with Messrs.
Taylor and Watson were entered on FirstSouth's books as loans,//allowing the thrift to report fees and interest as current income,",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1172,result,result,SN,face,other,"Compared with the major economies on the Continent, the U.K. faces both higher inflation and lower growth in the next several months.//As a result, Mr. Owen warned, investment will be more likely to flow toward the other European economies and ""the U.K. will be less prepared for the single market.""",non pronoun,other,other,not_subject,not_non_subject
wsj_1172,result,consequence-s,NS,shoot,other,"But while September exports rose to #8.43 billion, imports shot up to #10.37 billion.//The resulting #1.9 billion merchandise trade deficit was partly offset by an assumed surplus of #300 million in so-called invisible items, which include income from investments, services and official transfers.",non pronoun,other,other,not_subject,not_non_subject
wsj_1172,result,cause,NS,expect,subject,"Despite the narrowing of the monthly trade gap, economists expect the current account deficit for all of 1989 to swell to about #20 billion from #14.6 billion in 1988.//Increasingly, economists say the big deficit reflects the slipping competitive position of British industry. ""When the country gets wealthier, we tend to buy high-quality imports,"" Mr. Owen said.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2360,result,cause,NS,order,other,"federal thrift regulators ordered it to suspend dividend payments on its two classes of preferred stock,//indicating that regulators' concerns about the troubled institution have heightened.",non pronoun,other,other,not_subject,not_non_subject
wsj_1398,result,Cause-Result,NN,abound,non_subject,"Investment letters now abound, 

I really like to read them;//If I peruse enough, I've found 

I've no time left to heed them!",pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0692,result,Cause-Result,NN,abdicate,other,"By ignoring costs, U.S. strategists abdicate their responsibility for hard decisions.//That puts the real strategic decisions in the hands of others: bean counters, budgeteers, and pork-barrelers.
These people have different agendas.",non pronoun,other,other,not_subject,not_non_subject
wsj_0692,result,Cause-Result,NN,exceed,other,"That plan exceeded the numbers contained in his budget message by $45 billion.//To make the books balance, as is required by law, somebody invented a new budget line item that simply subtracted $45 billion.
It is known in the Pentagon as the ""negative wedge.""",non pronoun,other,other,not_subject,not_non_subject
wsj_0692,result,Cause-Result,NN,reimburse,subject,"Scenario 1, known as the ""Constant Dollar Freeze,"" reimburses the Pentagon for inflation only -- it slopes upward at 4% per year.//This scenario has been the rough position of the U.S. Senate since 1985, and it reduces the baseline by $106 billion between 1990 and 1994.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0692,result,Cause-Result,NN,extend,subject,"Scenario 2 extends the recent compromises between the House and the Senate; it splits the difference between Scenarios 1 and 3, by increasing the budget at 2% per year.//It reduces the baseline by $169 billion.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0692,result,consequence-s,NS,have,other,"If, for example, they choose to keep the B-2 Stealth bomber, they would have to sacrifice more and more other programs -- such as carrier battlegroups or army divisions -- as they moved toward lower budget levels.//These trade-offs would evolve priorities by revealing when the cost of the B-2 became prohibitive.",non pronoun,other,other,not_subject,not_non_subject
wsj_1388,result,consequence-s,NS,joke,subject,"""He taught me how to play like a gypsy,"" jokes the musician.//""I didn't learn to count until I got to Juilliard.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1388,result,Cause-Result,NN,write,other,"It's written `marcato' in the score, and I played it that way, kind of gigue-like.//And he yelled out `dolce! dolce!' {`sweet! sweet!'}.""",pronoun,other,other,not_subject,not_non_subject
wsj_1111,result,consequence-s,NS,authorize,subject,"Under the earlier plan, Norfolk was authorized in 1987 to buy up to 20 million shares.//It has purchased about 19 million of them.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0677,result,Cause-Result,NN,oppose,other,"In California and New York, state officials have opposed Channel One.//Mr. Whittle said private and parochial schools in both states will be canvassed to see if they are interested in getting the programs.",non pronoun,other,other,not_subject,not_non_subject
wsj_1330,result,reason,SN,buy,other,Itel bought a 17% stake in Sante Fe Pacific last year and Olympia & York later purchased about a 20% stake;//they would have interests in the new realty company in line with their holdings in Sante Fe Pacific.,pronoun,other,other,not_subject,not_non_subject
wsj_1320,result,consequence-s,NS,be,other,"With prices already headed lower, news of a series of explosions at a major Phillips Petroleum Co. chemical facility on the Houston Ship Channel also was bearish for prices.//Even though such facilities use a relatively small amount of crude, analysts say, now the facility won't need any, at a time of already high availability.",non pronoun,other,other,not_subject,not_non_subject
wsj_1320,result,consequence-s,NS,say,other,"A company official said the explosions began when a seal blew out.//Dozens of workers were injured, authorities said.",non pronoun,other,other,not_subject,not_non_subject
wsj_1320,result,cause,NS,come,other,"According to Bernard Savaiko, senior commodity analyst at PaineWebber, the only stability to the market came when short sellers periodically moved in to cover their positions by buying contracts.//This activity produced small rallies, which in turn attracted new short selling.",non pronoun,other,other,not_subject,not_non_subject
wsj_1389,result,Cause-Result,NN,say,other,"""Consumers appear unwilling to add to their leverage to support their spending,"" Bruce Steinberg, a Merrill Lynch economist, says.//""As a result, household debt appears to be stabilizing at around 63% of GNP.""",non pronoun,other,other,not_subject,not_non_subject
wsj_1374,result,consequence-s,NS,say,other,"Tandy Corp., citing sluggish sales of consumer-electronics goods, said net income dropped 3.3% for the first quarter ended Sept. 30.//The results, which represented the fifth consecutive quarter of flat-to-lower earnings for the big electronics retailer, disappointed analysts and traders.",non pronoun,other,other,not_subject,not_non_subject
wsj_1374,result,Cause-Result,NN,say,subject,"Sales at Radio Shack stores open more than a year grew only 2% in the quarter from a year earlier, he said.//As a result, Mr. Telzrow said he cut his fiscal 1990 per-share earnings estimate for Tandy to $4.05 from $4.20.",non pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1364,result,consequence-s,NS,fell,other,"Stock prices fell and bonds rose as worries mounted about the economy and the junk bond market.//The Dow Jones industrials sank 26.23 points, to 2662.91.",non pronoun,other,other,not_subject,not_non_subject
wsj_0641,result,consequence-s,NS,level,other,"In May 1988, an ammonium perchlorate plant in Henderson owned by an American Pacific Corp. unit was leveled by a series of explosions.//After the explosion, Kerr-McGee temporarily shut down its facility just south of Las Vegas for a safety inspection.",non pronoun,other,other,not_subject,not_non_subject
wsj_0641,result,consequence-s,NS,say,other,"When the plant was destroyed, ""I think everyone got concerned that the same thing would happen at our plant,"" a KerrMcGee spokeswoman said.//That prompted Kerr-McGee to consider moving the potentially volatile storage facilities and cross-blending operations away from town. 

Kerr-McGee said it has purchased 3,350 acres from the federal government in Clark County and plans to begin construction early next year.
The new facility is expected to begin operations in early 1991.
The Henderson plant will continue its other chemical operations, the company said.",non pronoun,other,other,not_subject,not_non_subject
wsj_1339,result,result,SN,be,other,These rate indications aren't directly comparable;//lending practices vary widely by location.,non pronoun,other,other,not_subject,not_non_subject
wsj_2325,result,consequence-s,NS,improve,other,"The gasoline picture may improve this quarter, but chemicals are likely to remain weak, industry executives and analysts say,//reducing chances that profits could equal their year-earlier performance.",non pronoun,other,other,not_subject,not_non_subject
wsj_2325,result,consequence-s,NS,begin,other,"Beginning in mid-1987, prices began accelerating as a growing U.S. economy and the weak dollar spurred demand.//Companies added capacity furiously.",non pronoun,other,other,not_subject,not_non_subject
wsj_2325,result,consequence-n,SN,run,other,Oil company refineries ran flat out to prepare for a robust holiday driving season in July and August that didn't materialize.//The excess supply pushed gasoline prices down in that period.,non pronoun,other,other,not_subject,not_non_subject
wsj_2325,result,consequence-s,NS,be,other,"Demand has been much stronger than anticipated, and it typically accelerates in the fourth quarter.//""We could see higher oil prices this year,"" said Bryan Jacoboski, an analyst at PaineWebber Inc.",non pronoun,other,other,not_subject,not_non_subject
wsj_1122,result,consequence-n,SN,plan,other,"California, where earthquake damage may top $5 billion, plans a special legislative session.//Property-tax relief is likely.",non pronoun,other,other,not_subject,not_non_subject
wsj_1122,result,consequence-s,NS,be,other,"Needs aren't clear, and the state constitution makes increasing taxes and spending very difficult.//But some legislators think the time may be ripe to revise the constitution.",non pronoun,other,other,not_subject,not_non_subject
wsj_1122,result,consequence-n,SN,draw,other,So the IRS has drawn a rationale from the sale of a home site split in two and sold in different years to the same buyer;//a court let the seller in that old case treat this as the sale of one residence.,non pronoun,other,other,not_subject,not_non_subject
wsj_1122,result,consequence-n,SN,plan,subject,He plans to tell clients to pay certain fees directly to the foundation instead of to him;//he would omit those fees from income reported on his return.,pronoun,FALSE,TRUE,subject,not_non_subject
wsj_0626,result,consequence-s,NS,say,subject,"American Pioneer Inc. said it agreed in principle to sell its American Pioneer Life Insurance Co. subsidiary to Harcourt Brace Jovanovich Inc. 's HBJ Insurance Cos. for $27 million.//American Pioneer, parent of American Pioneer Savings Bank, said the sale will add capital and reduce the level of investments in subsidiaries for the thrift holding company.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0609,result,consequence-s,NS,say,other,"White House spokesmen last week said Mr. Bush is considering simply declaring that the Constitution gives him the power, exercising a line-item veto and inviting a court challenge to decide whether he has the right.//Although that may sound like an arcane maneuver of little interest outside Washington, it would set off a political earthquake. ""The ramifications are enormous,"" says Rep. Don Edwards, a California Democrat who is a senior member of the House Judiciary Committee. ""It's a real face-to-face arm wrestling challenge to Congress.""",pronoun,other,other,not_subject,not_non_subject
wsj_0609,result,reason,SN,argue,subject,"Some senior advisers argue that with further fights over a capital-gains tax cut and a budget-reduction bill looming, Mr. Bush already has enough pending confrontations with Congress.//They prefer to put off the line-item veto until at least next year.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2339,result,Cause-Result,NN,seek,subject,"The University is seeking to block the acquisition of Connaught by foreign interests, citing concerns about the amount of research that would be done in Canada.//The university is considering a settlement proposal made by Connaught.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1325,result,cause,NS,say,other,"The company, which supplies transmissions and other drive-train parts to auto makers, said about half the earnings drop came from the ""virtual collapse"" of the Venezuelan auto industry.//The Venezuelan currency plummeted this year, making it difficult for auto makers there to afford imported parts.
Dana also said it was hurt by slumping U.S. truck sales and by a strike at a parts supplier.",non pronoun,other,other,not_subject,not_non_subject
wsj_1335,result,consequence-s,NS,climb,other,"The Canadian dollar climbed to its highest level against the U.S. dollar since late August,//prompting the Bank of Canada to sell the Canadian currency on the market.",non pronoun,other,other,not_subject,not_non_subject
wsj_0686,result,Cause-Result,NN,cut,other,"Total Pentagon requests for installations in West Germany, Japan, South Korea, the United Kingdom and the Philippines, for example, are cut by almost two-thirds, while lawmakers added to the military budget for construction in all but a dozen states at home.//The result is that instead of the Pentagon's proposed split of 60-40 between domestic and foreign bases, the reduced funding is distributed by a ratio of approximately 70-30.",non pronoun,other,other,not_subject,not_non_subject
wsj_1973,result,consequence-s,NS,be,subject,"""This is the second delay now in getting the product out the door.//It does prolong the pain somewhat.""",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_1192,result,consequence-s,NS,look,other,"So far, the industry's fourth quarter isn't looking too strong either,//prompting many analysts to slash earning projections for the rest of the year by as much as one-fourth.",non pronoun,other,other,not_subject,not_non_subject
wsj_1192,result,consequence-s,NS,start,other,"To try to combat the traffic slowdown, airlines started reducing fares;//average fares rose only 1.7% in August, in contrast to increases of 16% each in February and March.",non pronoun,other,other,not_subject,not_non_subject
wsj_1347,result,Consequence,NN,file,non_subject,"Exxon Corp. filed suit against the state of Alaska, charging state officials interfered with the oil company's initial efforts to treat last spring's giant oil spill.//The action is a counterclaim to a suit filed by Alaska in August against Exxon and six other oil companies.
The state's suit alleges that Exxon's response to the spill failed to prevent contamination of hundreds of miles of shoreline along Prince William Sound.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_1347,result,Consequence,NN,claim,subject,"Exxon claims that use of dispersants, which break an oil slick into microscopic droplets, was a crucial part of its immediate-response plan and that state officials banned their use during the two days of fair weather following the spill.//The oil company claims that it had permission from the U.S. Environmental Protection Agency prior to the spill to use dispersant during such an incident at the discretion of the U.S. Coast Guard.
The state's opposition to the use of dispersants, Exxon says, caused the Coast Guard ""to delay granting permission.""",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0610,result,consequence-s,NS,say,non_subject,"Analysts say much of Kellogg's erosion has been in such core brands as Corn Flakes, Rice Krispies and Frosted Flakes, which represent nearly one-third of its sales volume.//Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents, trade sources say. 

""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ""They are not a happy group of people at Battle Creek right now."" Kellogg is based in Battle Creek, Mich., a city that calls itself the breakfast capital of the world.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0610,result,consequence-s,NS,find,other,"General Mills, meanwhile, finds itself constrained from boosting sales further because its plants are operating at capacity.//A large plant in Covington, Ga., is to come on line next year.",non pronoun,other,other,not_subject,not_non_subject
wsj_0662,result,consequence-s,NS,agree,other,"Jayark Corp. agreed to pay $4 million in cash, $2 million of 12% convertible debentures, and 1.6 million common shares to acquire closely held Kofcoh Imports Inc.//In over-the-counter trading Friday, Jayark was quoted at 87.5 cents bid, down 15.625 cents.",non pronoun,other,other,not_subject,not_non_subject
wsj_0687,result,Cause-Result,NN,dump,other,"Following World War II, when one family with mechanized equipment could farm crops formerly requiring 20 families, the surplus people were dumped into the mainstream of society with no Social Security, no skills in the workplace, no hope for their future except welfare.//And today, many of their children, grandchildren and great-grandchildren remain on welfare.",non pronoun,other,other,not_subject,not_non_subject
wsj_1962,result,consequence-s,NS,match,other,"For one thing, an investor's portfolio might not closely match the S&P 100.//As a result, the OEX insurance may or may not fully protect an investor's holdings in the event of a market decline.",non pronoun,other,other,not_subject,not_non_subject
wsj_1962,result,result,SN,suspend,other,"In addition, OEX options were suspended from trading last Friday afternoon, after the stock-market sell-off got under way and trading in the S&P-500 futures contract was halted.//So an investor who wanted to realize a profit on OEX puts after the trading suspension would have been out of luck.",non pronoun,other,other,not_subject,not_non_subject
wsj_1962,result,consequence-s,NS,be,other,"But if the price of the stock rises above the strike price of the option, the stock is almost certain to be called away.//And in that case, the investor misses out on any major upside gain.",non pronoun,other,other,not_subject,not_non_subject
wsj_2338,result,cause,NS,view,other,The Fiero plant was viewed as a model of union-management cooperation at GM before slow sales of the Fiero forced the company to close the factory last year.//Union officials have taken a beating politically as a result.,non pronoun,other,other,not_subject,not_non_subject
wsj_1334,result,consequence-s,NS,expect,other,"The subsidiary isn't expected to be profitable for at least one year.//If Integrated regains the unit, it would receive any profit the unit reports, even while the unit is independent.
If the deal closes, the two officers will draw salaries from the independent operation, not from Integrated.",pronoun,other,other,not_subject,not_non_subject
wsj_1158,result,cause,NS,be,subject,"One was so fantastic in appearance,//it was dubbed Hallucigenia.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_2365,result,consequence-s,NS,stun,other,"In July, the company stunned Wall Street with the prediction that growth in the personal computer business overall would be only 10% in 1990, a modest increase when compared with the sizzling expansion of years past.//Investors -- taking this as a sign that a broad industry slump was in the offing -- reacted by selling the company's stock, which lost $3.25 that day to close at $52 in national over-the-counter trading.",non pronoun,other,other,not_subject,not_non_subject
